                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     25,                0.89103,                 1.7186,                 1.0076,                0.91226,                0.14291,                0.31222,                0.24854,                0.97218,                 3.4186,                 1.1051,             0.00041013,             0.00041013,             0.00041013
                     26,                0.80629,                 1.6933,                 1.0151,                0.91187,                0.14437,                0.33936,                0.24831,                0.94498,                 3.4267,                 1.1464,             0.00042534,             0.00042534,             0.00042534
                     27,                0.94286,                 1.5769,                 1.0265,                0.88072,                   0.15,                0.34263,                0.25379,                0.92928,                 3.3574,                 1.1546,             0.00044043,             0.00044043,             0.00044043
                     28,                0.73916,                 1.4096,                0.96998,                0.88072,                   0.15,                0.34263,                0.25379,                0.92928,                 3.3574,                 1.1546,              0.0004554,              0.0004554,              0.0004554
                     29,                 0.8605,                 1.5933,                 1.0661,                0.83494,                   0.15,                0.50346,                0.38739,                0.93595,                 3.2417,                 1.1183,             0.00047025,             0.00047025,             0.00047025
                     30,                0.96004,                 1.6524,                  1.047,                0.60681,                   0.15,                0.56024,                0.42002,                0.89791,                 3.1869,                 1.0773,             0.00048499,             0.00048499,             0.00048499
                     31,                0.98849,                 1.5355,                 1.1002,                0.60681,                   0.15,                0.56024,                0.42002,                0.89791,                 3.1869,                 1.0773,              0.0004996,              0.0004996,              0.0004996
                     32,                0.85422,                  1.472,                0.97856,                0.58071,                   0.15,                0.58689,                0.44353,                0.86492,                  3.186,                 1.0537,             0.00051409,             0.00051409,             0.00051409
                     33,                0.84033,                 1.4665,                 1.0206,                  0.671,                0.22644,                0.63887,                0.51397,                0.87138,                 3.0204,                 1.0187,             0.00052846,             0.00052846,             0.00052846
                     34,                0.85713,                 1.3781,                0.99943,                  0.671,                0.22644,                0.63887,                0.51397,                0.87138,                 3.0204,                 1.0187,             0.00054271,             0.00054271,             0.00054271
                     35,                0.81769,                 1.3704,                0.97644,                0.68136,                0.60833,                0.66185,                0.52662,                0.86292,                  2.753,                0.98605,             0.00055684,             0.00055684,             0.00055684
